UID        PID  PPID   LWP  C NLWP STIME TTY          TIME CMD
vaddya    2559  2501  2577  0    9 20:37 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx2501x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/2501/2
vaddya    2559  2501  2580  0    9 20:37 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx2501x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/2501/2
vaddya    2559  2501  2582  0    9 20:37 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx2501x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/2501/2
vaddya    2564  1896  2564  0    3 20:37 ?        00:00:00 /usr/lib/dconf/dconf-service
vaddya    2564  1896  2565  0    3 20:37 ?        00:00:00 /usr/lib/dconf/dconf-service
vaddya    2564  1896  2566  0    3 20:37 ?        00:00:00 /usr/lib/dconf/dconf-service
vaddya    2578  1896  2578  0    5 20:37 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
vaddya    2578  1896  2583  0    5 20:37 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
vaddya    2578  1896  2584  0    5 20:37 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
vaddya    2578  1896  2585  0    5 20:37 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
vaddya    2578  1896  2586  0    5 20:37 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
vaddya    2589  2578  2589  0    6 20:37 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx2578x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/2578/2
vaddya    2589  2578  2592  0    6 20:37 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx2578x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/2578/2
vaddya    2589  2578  2594  0    6 20:37 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx2578x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/2578/2
vaddya    2589  2578  2595  0    6 20:37 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx2578x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/2578/2
vaddya    2589  2578  2596  0    6 20:37 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx2578x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/2578/2
vaddya    2589  2578  2598  0    6 20:37 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx2578x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/2578/2
vaddya    2607  1896  2607  0    1 20:37 ?        00:00:00 /usr/lib/x86_64-linux-gnu/gconf/gconfd-2
root      2635     1  2635  0    5 20:37 ?        00:00:00 /usr/lib/fwupd/fwupd
root      2635     1  2662  0    5 20:37 ?        00:00:00 /usr/lib/fwupd/fwupd
root      2635     1  2665  0    5 20:37 ?        00:00:00 /usr/lib/fwupd/fwupd
root      2635     1  2668  0    5 20:37 ?        00:00:00 /usr/lib/fwupd/fwupd
root      2635     1  2671  0    5 20:37 ?        00:00:00 /usr/lib/fwupd/fwupd
vaddya    2674  2554  2674  0   17 20:37 tty2     00:00:01 Mailspring emptyWindow
vaddya    2674  2554  2675  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2674  2554  2676  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2674  2554  2715  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2674  2554  2819  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2674  2554  2820  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2674  2554  2823  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2674  2554  2825  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2674  2554  2830  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2674  2554  2831  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2674  2554  2832  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2674  2554  2850  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2674  2554  3124  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2674  2554  3127  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2674  2554  3129  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2674  2554  3131  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2674  2554  3172  0   17 20:37 tty2     00:00:00 Mailspring emptyWindow
vaddya    2690  2554  2690  0   19 20:37 tty2     00:00:12 Mailspring default
vaddya    2690  2554  2691  0   19 20:37 tty2     00:00:00 Mailspring default
vaddya    2690  2554  2692  0   19 20:37 tty2     00:00:01 Mailspring default
vaddya    2690  2554  2706  0   19 20:37 tty2     00:00:00 Mailspring default
vaddya    2690  2554  2818  0   19 20:37 tty2     00:00:07 Mailspring default
vaddya    2690  2554  2821  0   19 20:37 tty2     00:00:00 Mailspring default
vaddya    2690  2554  2822  0   19 20:37 tty2     00:00:00 Mailspring default
vaddya    2690  2554  2824  0   19 20:37 tty2     00:00:00 Mailspring default
vaddya    2690  2554  2826  0   19 20:37 tty2     00:00:00 Mailspring default
vaddya    2690  2554  2827  0   19 20:37 tty2     00:00:00 Mailspring default
vaddya    2690  2554  2828  0   19 20:37 tty2     00:00:00 Mailspring default
vaddya    2690  2554  2851  0   19 20:37 tty2     00:00:00 Mailspring default
vaddya    2690  2554  3125  0   19 20:37 tty2     00:00:00 Mailspring default
vaddya    2690  2554  3126  0   19 20:37 tty2     00:00:00 Mailspring default
vaddya    2690  2554  3128  0   19 20:37 tty2     00:00:00 Mailspring default
vaddya    2690  2554  3130  0   19 20:37 tty2     00:00:00 Mailspring default
vaddya    2690  2554  3136  0   19 20:37 tty2     00:00:00 Mailspring default
vaddya    2690  2554  3138  0   19 20:37 tty2     00:00:00 Mailspring default
vaddya    2690  2554 18367  0   19 23:09 tty2     00:00:00 Mailspring default
vaddya    3212  2690  3212  0    1 20:37 tty2     00:00:00 /bin/bash /usr/share/mailspring/resources/app.asar.unpacked/mailsync --mode sync --info vadim.dyachkov@spbpu.com
vaddya    3217  2690  3217  0    1 20:37 tty2     00:00:00 /bin/bash /usr/share/mailspring/resources/app.asar.unpacked/mailsync --mode sync --info vadim.dyachkov@salesplatform.ru
vaddya    3225  3212  3225  0    6 20:37 tty2     00:00:00 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadim.dyachkov@spbpu.com
vaddya    3225  3212  3314  0    6 20:37 tty2     00:00:00 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadim.dyachkov@spbpu.com
vaddya    3225  3212  3317  0    6 20:37 tty2     00:00:05 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadim.dyachkov@spbpu.com
vaddya    3225  3212  3318  0    6 20:37 tty2     00:00:01 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadim.dyachkov@spbpu.com
vaddya    3225  3212  3319  0    6 20:37 tty2     00:00:00 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadim.dyachkov@spbpu.com
vaddya    3225  3212  3364  0    6 20:37 tty2     00:00:00 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadim.dyachkov@spbpu.com
vaddya    3226  2690  3226  0    1 20:37 tty2     00:00:00 /bin/bash /usr/share/mailspring/resources/app.asar.unpacked/mailsync --mode sync --info vadik.dyachkov@gmail.com
vaddya    3230  3217  3230  0    6 20:37 tty2     00:00:00 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadim.dyachkov@salesplatform.ru
vaddya    3230  3217  3315  0    6 20:37 tty2     00:00:00 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadim.dyachkov@salesplatform.ru
vaddya    3230  3217  3323  0    6 20:37 tty2     00:00:05 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadim.dyachkov@salesplatform.ru
vaddya    3230  3217  3324  0    6 20:37 tty2     00:00:01 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadim.dyachkov@salesplatform.ru
vaddya    3230  3217  3325  0    6 20:37 tty2     00:00:00 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadim.dyachkov@salesplatform.ru
vaddya    3230  3217  3412  0    6 20:37 tty2     00:00:01 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadim.dyachkov@salesplatform.ru
vaddya    3238  3226  3238  0    6 20:37 tty2     00:00:00 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadik.dyachkov@gmail.com
vaddya    3238  3226  3316  0    6 20:37 tty2     00:00:00 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadik.dyachkov@gmail.com
vaddya    3238  3226  3320  0    6 20:37 tty2     00:00:04 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadik.dyachkov@gmail.com
vaddya    3238  3226  3321  0    6 20:37 tty2     00:00:01 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadik.dyachkov@gmail.com
vaddya    3238  3226  3322  0    6 20:37 tty2     00:00:00 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadik.dyachkov@gmail.com
vaddya    3238  3226  3448  0    6 20:37 tty2     00:00:00 /usr/share/mailspring/resources/app.asar.unpacked/mailsync.bin --mode sync --info vadik.dyachkov@gmail.com
uuidd     3306     1  3306  0    1 20:37 ?        00:00:00 /usr/sbin/uuidd --socket-activation
vaddya    3339     1  3339  2   36 20:37 tty2     00:03:59 /opt/google/chrome/chrome
vaddya    3339     1  3347  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3355  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3356  1   36 20:37 tty2     00:02:14 /opt/google/chrome/chrome
vaddya    3339     1  3357  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3358  0   36 20:37 tty2     00:00:04 /opt/google/chrome/chrome
vaddya    3339     1  3359  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3360  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3361  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3362  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3363  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3367  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3377  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3378  0   36 20:37 tty2     00:00:16 /opt/google/chrome/chrome
vaddya    3339     1  3379  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3380  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3381  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3383  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3384  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3385  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3446  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3447  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3451  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3453  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3455  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3845  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  3881  0   36 20:37 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  4051  0   36 20:38 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  4080  0   36 20:38 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  4313  0   36 20:39 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  5946  0   36 20:46 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1  5952  0   36 20:46 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1 12068  0   36 21:59 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1 12965  0   36 22:08 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1 17665  0   36 23:02 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3339     1 18257  0   36 23:08 tty2     00:00:00 /opt/google/chrome/chrome
vaddya    3345  3339  3345  0    1 20:37 tty2     00:00:00 cat
vaddya    3346  3339  3346  0    1 20:37 tty2     00:00:00 cat
vaddya    3349  3339  3349  0    1 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=zygote --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900,
vaddya    3351  3349  3351  0    1 20:37 tty2     00:00:00 /opt/google/chrome/nacl_helper
vaddya    3354  3349  3354  0    1 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=zygote --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900,
vaddya    3382  3339  3382  1    8 20:37 tty2     00:02:41 /opt/google/chrome/chrome --type=gpu-process --field-trial-handle=16518770593668088788,8398601747721449625,131072 --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --gpu-preferences=KAAAAAAAAACAAABAAQAAAAAAAAAAAGAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --service-request-channel-token=14957027291364452616
vaddya    3382  3339  3428  0    8 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=gpu-process --field-trial-handle=16518770593668088788,8398601747721449625,131072 --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --gpu-preferences=KAAAAAAAAACAAABAAQAAAAAAAAAAAGAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --service-request-channel-token=14957027291364452616
vaddya    3382  3339  3441  0    8 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=gpu-process --field-trial-handle=16518770593668088788,8398601747721449625,131072 --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --gpu-preferences=KAAAAAAAAACAAABAAQAAAAAAAAAAAGAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --service-request-channel-token=14957027291364452616
vaddya    3382  3339  3442  0    8 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=gpu-process --field-trial-handle=16518770593668088788,8398601747721449625,131072 --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --gpu-preferences=KAAAAAAAAACAAABAAQAAAAAAAAAAAGAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --service-request-channel-token=14957027291364452616
vaddya    3382  3339  3443  0    8 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=gpu-process --field-trial-handle=16518770593668088788,8398601747721449625,131072 --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --gpu-preferences=KAAAAAAAAACAAABAAQAAAAAAAAAAAGAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --service-request-channel-token=14957027291364452616
vaddya    3382  3339  3444  0    8 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=gpu-process --field-trial-handle=16518770593668088788,8398601747721449625,131072 --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --gpu-preferences=KAAAAAAAAACAAABAAQAAAAAAAAAAAGAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --service-request-channel-token=14957027291364452616
vaddya    3382  3339  3445  0    8 20:37 tty2     00:00:27 /opt/google/chrome/chrome --type=gpu-process --field-trial-handle=16518770593668088788,8398601747721449625,131072 --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --gpu-preferences=KAAAAAAAAACAAABAAQAAAAAAAAAAAGAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --service-request-channel-token=14957027291364452616
vaddya    3382  3339  4052  0    8 20:38 tty2     00:00:00 /opt/google/chrome/chrome --type=gpu-process --field-trial-handle=16518770593668088788,8398601747721449625,131072 --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --gpu-preferences=KAAAAAAAAACAAABAAQAAAAAAAAAAAGAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --service-request-channel-token=14957027291364452616
vaddya    3456  3354  3456  0   14 20:37 tty2     00:00:28 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11163845607657299114 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11163845607657299114 --renderer-client-id=3 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3456  3354  3462  0   14 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11163845607657299114 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11163845607657299114 --renderer-client-id=3 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3456  3354  3464  0   14 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11163845607657299114 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11163845607657299114 --renderer-client-id=3 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3456  3354  3465  0   14 20:37 tty2     00:00:03 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11163845607657299114 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11163845607657299114 --renderer-client-id=3 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3456  3354  3466  0   14 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11163845607657299114 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11163845607657299114 --renderer-client-id=3 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3456  3354  3469  0   14 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11163845607657299114 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11163845607657299114 --renderer-client-id=3 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3456  3354  3471  0   14 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11163845607657299114 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11163845607657299114 --renderer-client-id=3 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3456  3354  3477  0   14 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11163845607657299114 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11163845607657299114 --renderer-client-id=3 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3456  3354  3478  0   14 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11163845607657299114 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11163845607657299114 --renderer-client-id=3 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3456  3354  3479  0   14 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11163845607657299114 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11163845607657299114 --renderer-client-id=3 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3456  3354  3480  0   14 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11163845607657299114 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11163845607657299114 --renderer-client-id=3 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3456  3354  3481  0   14 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11163845607657299114 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11163845607657299114 --renderer-client-id=3 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3456  3354  4058  0   14 20:38 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11163845607657299114 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11163845607657299114 --renderer-client-id=3 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3456  3354 17321  0   14 22:57 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11163845607657299114 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11163845607657299114 --renderer-client-id=3 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3507  3354  3507  0   14 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11630971373208382167 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11630971373208382167 --renderer-client-id=4 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3507  3354  3515  0   14 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11630971373208382167 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11630971373208382167 --renderer-client-id=4 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3507  3354  3517  0   14 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11630971373208382167 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11630971373208382167 --renderer-client-id=4 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vaddya    3507  3354  3518  0   14 20:37 tty2     00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=16518770593668088788,8398601747721449625,131072 --service-pipe-token=11630971373208382167 --lang=en-US --enable-crash-reporter=acde1cd3-88b7-4bf7-b84d-6412b0189900, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11630971373208382167 --renderer-client-id=4 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
